226  tt0171804Boys Don't Cry                                    09-02-199913.850
227  tt0086066The Outsiders                                     03-25-198322.245
231  tt0365737Syriana                                           11-23-200510.534
232  tt0086216Rumble Fish                                       10-09-198313.736
233  tt0080117The Wanderers                                     07-13-197914.879
235  tt0092005Stand by Me                                       08-08-198620.024
236  tt0110598Muriel's Wedding                                  09-29-199411.415
237  tt0289635Young Adam                                        09-26-200313.833
240  tt0071562The Godfather Part II                             12-20-197470.771
241  tt0110632Natural Born Killers                              08-25-199420.289
242  tt0099674The Godfather Part III                            12-25-199055.373
243  tt0146882High Fidelity                                     03-17-200011.823
245  tt0276751About a Boy                                       04-26-200211.102
249  tt0098621The War of the Roses                              12-08-198912.599
251  tt0099653Ghost                                             06-21-199031.300
253  tt0070328Live and Let Die                                  06-27-197318.485
254  tt0360717King Kong                                         12-12-200543.436
257  tt0380599Oliver Twist                                      09-23-200512.698
259  tt0078771Love on the Run                                   01-24-19796.877 
262  tt0085794The King of Comedy                                12-18-198214.947
268  tt0096895Batman                                            06-23-198937.178
272  tt0372784Batman Begins                                     06-10-200563.600
274  tt0102926The Silence of the Lambs                          02-14-199111.187
275  tt0116282Fargo                                             03-08-199621.033
277  tt0320691Underworld                                        09-19-200338.933
278  tt0111161The Shawshank Redemption                          09-23-1994103.739
279  tt0086879Amadeus                                           09-19-198423.186
280  tt0103064Terminator 2: Judgment Day                        07-03-199169.899
281  tt0114558Strange Days                                      10-13-199514.316
285  tt0449088Pirates of the Caribbean: At World's End          05-19-200778.786
287  tt0094812Bull Durham                                       06-15-198812.240
290  tt0101410Barton Fink                                       08-01-199112.108
292  tt0425598Dave Chappelle's Block Party                      09-12-20058.707 
293  tt0105265A River Runs Through It                           10-09-199216.285
294  tt0089015Desert Hearts                                     10-01-19858.509 
296  tt0181852Terminator 3: Rise of the Machines                07-02-200344.979
297  tt0119643Meet Joe Black                                    11-12-199844.854
298  tt0496806Ocean's Thirteen                                  06-06-200718.493
300  tt0354899The Science of Sleep                              02-11-20069.882 
302  tt0324133Swimming Pool                                     05-21-200312.644
306  tt0109254Beverly Hills Cop III                             05-24-199422.626
308  tt0412019Broken Flowers                                    08-05-200511.238
310  tt0315327Bruce Almighty                                    05-23-200333.569
311  tt0087843Once Upon a Time in America                       05-23-198440.407
313  tt0448124Snow Cake                                         09-08-20068.671 
314  tt0327554Catwoman                                          07-22-200423.626
319  tt0108399True Romance                                      09-09-199325.931
320  tt0278504Insomnia                                          05-24-200217.595
321  tt0330602Mambo Italiano                                    06-06-20036.930 
322  tt0327056Mystic River                                      03-03-200323.480
326  tt0417148Snakes on a Plane                                 08-17-200613.493
327  tt0222851Brother                                           12-13-200011.099
329  tt0107290Jurassic Park                                     06-11-199336.983
330  tt0119567The Lost World: Jurassic Park                     05-23-19971.882 
331  tt0163025Jurassic Park III                                 07-18-20011.679 
332  tt0141369Inspector Gadget                                  07-23-199913.681
333  tt0303785Bollywood/Hollywood                               10-25-20022.684 
334  tt0175880Magnolia                                          12-10-199920.485
339  tt0102536Night on Earth                                    12-12-199112.576
340  tt0404030Everything Is Illuminated                         09-16-20057.475 
345  tt0120663Eyes Wide Shut                                    07-16-199934.467
348  tt0078748Alien                                             05-25-197963.328
350  tt0458352The Devil Wears Prada                             06-29-200643.531
364  tt0103776Batman Returns                                    06-19-199231.952
377  tt0087800A Nightmare on Elm Street                         11-09-198432.033
378  tt0093822Raising Arizona                                   03-01-198713.852
379  tt0100150Miller's Crossing                                 09-21-199013.662
380  tt0095953Rain Man                                          12-12-198819.782
383  tt0089537Mala Noche                                        02-05-19866.255 
387  tt0082096Das Boot                                          09-17-198119.109
388  tt0454848Inside Man                                        03-17-200621.791
392  tt0241303Chocolat                                          12-22-200016.031
393  tt0378194Kill Bill: Vol. 2                                 04-16-200430.348
395  tt0370263AVP: Alien vs. Predator                           08-12-200422.068
397  tt0113117French Kiss                                       05-05-199512.931
398  tt0379725Capote                                            09-30-20059.004 
400  tt0114660Things to Do in Denver When You're Dead           12-01-199510.381
402  tt0103772Basic Instinct                                    03-20-199232.040
403  tt0097239Driving Miss Daisy                                12-13-198914.210
404  tt0166896The Straight Story                                10-15-199916.288
409  tt0116209The English Patient                               11-14-199617.387
411  tt0363771The Chronicles of Narnia: The Lion, the Witch and 12-07-2005136.074
414  tt0112462Batman Forever                                    06-16-199532.118
415  tt0118688Batman & Robin                                    06-20-199731.596
421  tt0362270The Life Aquatic with Steve Zissou                12-10-200412.100
423  tt0253474The Pianist                                       09-17-200230.438
424  tt0108052Schindler's List                                  12-15-199350.126
425  tt0268380Ice Age                                           03-10-200298.724
431  tt0123755Cube                                              09-09-199716.686
435  tt0319262The Day After Tomorrow                            05-26-200430.442
437  tt0285492Cube 2: Hypercube                                 04-15-200214.417
440  tt0758730Aliens vs Predator: Requiem                       12-25-200738.718
441  tt0219822Human Nature                                      09-12-20019.117 
451  tt0113627Leaving Las Vegas                                 10-27-199522.179
453  tt0268978A Beautiful Mind                                  12-11-200132.623
454  tt0117509Romeo + Juliet                                    11-01-199621.808
455  tt0286499Bend It Like Beckham                              04-11-200215.587
462  tt0195685Erin Brockovich                                   03-17-200024.415
467  tt0242527The Hole                                          04-20-20019.550 
468  tt0102494My Own Private Idaho                              02-01-199112.766
470  tt031573321 Grams                                          09-06-200313.784
473  tt0138704Pi                                                07-10-199813.252
476  tt0097240Drugstore Cowboy                                  10-20-19899.843 
479  tt0162650Shaft                                             06-15-200019.129
480  tt0265343Monsoon Wedding                                   08-30-20017.647 
483  tt0100935Wild at Heart                                     08-17-199015.543
489  tt0119217Good Will Hunting                                 12-05-199741.319
492  tt0120601Being John Malkovich                              10-29-199920.200
494  tt0070679Shaft in Africa                                   06-14-19734.138 
496  tt0443453Borat: Cultural Learnings of America for Make Bene11-01-200613.515
497  tt0120689The Green Mile                                    12-10-199975.376
500  tt0105236Reservoir Dogs                                    09-02-199243.036
501  tt0427312Grizzly Man                                       08-12-20058.465 
503  tt0409182Poseidon                                          05-10-200625.635
504  tt0340855Monster                                           12-24-200321.251
505  tt0097626Johnny Handsome                                   09-12-19899.435 
507  tt0110265Killing Zoe                                       10-01-199310.185
508  tt0314331Love Actually                                     09-07-200317.198
509  tt0125439Notting Hill                                      05-21-199927.618
510  tt0073486One Flew Over the Cuckoo's Nest                   11-19-197537.283
512  tt0457513Scoop                                             07-27-200611.871
522  tt0109707Ed Wood                                           09-27-19949.459 
524  tt0112641Casino                                            11-22-199526.781
525  tt0080455The Blues Brothers                                06-16-198027.070
526  tt0089457Ladyhawke                                         03-27-198516.347
527  tt0110729Once Were Warriors                                09-02-199411.729
533  tt0312004Wallace & Gromit: The Curse of the Were-Rabbit    09-04-200524.119
534  tt0438488Terminator Salvation                              05-20-200942.408
535  tt0085549Flashdance                                        04-14-198322.586
540  tt0367631D.E.B.S.                                          01-21-200415.223
544  tt0129387There's Something About Mary                      07-15-199829.058
546  tt0407265Transamerica                                      12-23-20058.041 
547  tt0119314The Horse Whisperer                               02-01-199814.492
549  tt0115632Basquiat                                          08-09-19968.948 
550  tt0137523Fight Club                                        10-15-199972.112
551  tt0069113The Poseidon Adventure                            12-13-197215.891
552  tt0237539Bread and Tulips                                  03-03-20007.532 
553  tt0276919Dogville                                          05-19-200316.660
557  tt0145487Spider-Man                                        05-01-200295.150
558  tt0316654Spider-Man 2                                      06-25-200426.500
559  tt0413300Spider-Man 3                                      05-01-200786.097
561  tt0360486Constantine                                       02-08-200547.469
562  tt0095016Die Hard                                          07-15-198856.792
563  tt0120201Starship Troopers                                 11-07-199730.964
564  tt0120616The Mummy                                         04-16-199957.598
565  tt0298130The Ring                                          10-18-200231.489
568  tt0112384Apollo 13                                         06-30-199521.850
577  tt0114681To Die For                                        09-22-199513.174
578  tt0073195Jaws                                              06-20-197555.648
579  tt0077766Jaws 2                                            06-16-197828.443
580  tt0093300Jaws: The Revenge                                 07-17-198722.960
581  tt0099348Dances with Wolves                                03-30-199032.820
583  tt0079470Life of Brian                                     08-17-197922.124
584  tt03222592 Fast 2 Furious                                  06-05-20036.685 
585  tt0198781Monsters, Inc.                                    11-01-2001113.461
586  tt0120885Wag the Dog                                       12-25-19978.388 
587  tt0319061Big Fish                                          12-25-200324.709
588  tt0384537Silent Hill                                       04-21-200635.088
590  tt0274558The Hours                                         12-27-200210.200
591  tt0382625The Da Vinci Code                                 05-17-200626.162
592  tt0071360The Conversation                                  04-07-19749.475 
594  tt0362227The Terminal                                      06-17-200421.959
597  tt0120338Titanic                                           11-18-1997119.934
600  tt0093058Full Metal Jacket                                 06-26-198735.997
601  tt0083866E.T. the Extra-Terrestrial                        06-11-198238.600
602  tt0116629Independence Day                                  06-25-199631.206
603  tt0133093The Matrix                                        03-30-199984.320
604  tt0234215The Matrix Reloaded                               05-15-200339.868
605  tt0242653The Matrix Revolutions                            11-05-200331.332
606  tt0089755Out of Africa                                     12-20-198515.176
607  tt0119654Men in Black                                      07-02-199751.160
608  tt0120912Men in Black II                                   07-03-200231.055
609  tt0084516Poltergeist                                       06-04-198229.061
612  tt0408306Munich                                            12-23-200517.534
615  tt0335345The Passion of the Christ                         02-25-200445.957
616  tt0325710The Last Samurai                                  12-05-200333.102
617  tt0120890Wild Things                                       03-20-199820.158
619  tt0103855The Bodyguard                                     11-25-199222.607
620  tt0087332Ghostbusters                                      06-08-198427.699
621  tt0077631Grease                                            07-07-197840.375
622  tt0142688The Ninth Gate                                    08-25-199919.684
623  tt0095159A Fish Called Wanda                               07-15-198818.379
625  tt0087553The Killing Fields                                11-23-198411.761
627  tt0117951Trainspotting                                     02-23-199622.739
628  tt0110148Interview with the Vampire                        11-11-199436.031
629  tt0114814The Usual Suspects                                07-19-199529.515
634  tt0243155Bridget Jones's Diary                             04-13-200120.228
635  tt0092563Angel Heart                                       03-06-198714.961
637  tt0118799Life Is Beautiful                                 12-20-199742.990
638  tt0116922Lost Highway                                      01-15-199715.563
639  tt0098635When Harry Met Sally...                           07-21-198914.692
640  tt0264464Catch Me If You Can                               12-16-200254.070
641  tt0180093Requiem for a Dream                               10-06-200011.189
644  tt0212720A.I. Artificial Intelligence                      06-29-200121.020
650  tt0101507Boyz n the Hood                                   07-12-199124.183
652  tt0332452Troy                                              05-03-200446.570
655  tt0087884Paris, Texas                                      08-23-198419.851
661  tt0079095The Marriage of Maria Braun                       03-23-19799.321 
663  tt0890870Saw IV                                            10-24-200739.924
664  tt0117998Twister                                           05-10-199626.589
670  tt0364569Oldboy                                            11-21-200337.832
671  tt0241527Harry Potter and the Philosopher's Stone          11-16-2001155.251
672  tt0295297Harry Potter and the Chamber of Secrets           11-13-2002146.225
673  tt0304141Harry Potter and the Prisoner of Azkaban          05-31-2004144.693
674  tt0330373Harry Potter and the Goblet of Fire               11-16-2005140.715
675  tt0373889Harry Potter and the Order of the Phoenix         06-28-2007135.815
676  tt0213149Pearl Harbor                                      05-21-200135.004
679  tt0090605Aliens                                            07-18-198660.405
680  tt0110912Pulp Fiction                                      09-10-199470.924
682  tt0071807The Man with the Golden Gun                       12-01-197418.628
686  tt0118884Contact                                           07-11-199727.882
687  tt0112818Dead Man Walking                                  12-29-199516.025
688  tt0112579The Bridges of Madison County                     05-28-199520.011
691  tt0076752The Spy Who Loved Me                              07-07-197720.038
693  tt0290002Meet the Fockers                                  12-22-200421.469
694  tt0081505The Shining                                       05-23-198043.148
695  tt0108122Short Cuts                                        09-05-199312.039
696  tt0079522Manhattan                                         04-25-197912.269
698  tt0079574Moonraker                                         06-26-197928.155
699  tt0082398For Your Eyes Only                                06-24-198127.821
700  tt0086034Octopussy                                         06-05-198326.773
703  tt0075686Annie Hall                                        04-19-197714.693
707  tt0090264A View to a Kill                                  05-24-198529.605
708  tt0093428The Living Daylights                              06-29-198732.895
709  tt0097742Licence to Kill                                   06-13-198926.527
710  tt0113189GoldenEye                                         11-16-199529.673
711  tt0181536Finding Forrester                                 12-21-200010.359
712  tt0109831Four Weddings and a Funeral                       03-09-199421.771
713  tt0107822The Piano                                         05-19-199315.123
714  tt0120347Tomorrow Never Dies                               12-11-199726.727
744  tt0092099Top Gun                                           05-16-198665.388
745  tt0167404The Sixth Sense                                   08-06-199943.953
746  tt0093389The Last Emperor                                  10-04-198716.413
747  tt0365748Shaun of the Dead                                 04-09-200427.923
752  tt0434409V for Vendetta                                    02-23-200634.588
754  tt0119094Face/Off                                          06-27-199729.893
755  tt0116367From Dusk Till Dawn                               01-19-199628.808
762  tt0071853Monty Python and the Holy Grail                   05-25-197518.564
763  tt0103873Braindead                                         08-13-199214.586
764  tt0083907The Evil Dead                                     09-10-198146.413
765  tt0092991Evil Dead II                                      03-13-198720.903
766  tt0106308Army of Darkness                                  10-31-199222.656
767  tt0417741Harry Potter and the Half-Blood Prince            07-07-2009150.435
768  tt0120681From Hell                                         02-08-200111.909
769  tt0099685GoodFellas                                        09-12-199061.765
771  tt0099785Home Alone                                        11-16-19902.158 
772  tt0104431Home Alone 2: Lost in New York                    11-19-199247.319
773  tt0449059Little Miss Sunshine                              07-26-200614.957
782  tt0119177Gattaca                                           09-07-199725.028
783  tt0083987Gandhi                                            11-30-198212.927
786  tt0181875Almost Famous                                     09-15-200016.371
787  tt0356910Mr. & Mrs. Smith                                  06-07-200532.517
788  tt0107614Mrs. Doubtfire                                    11-24-199318.372
790  tt0080749The Fog                                           02-08-198017.968
791  tt0432291The Fog                                           10-14-200513.556
792  tt0091763Platoon                                           12-19-198628.695
793  tt0090756Blue Velvet                                       09-19-198617.446
794  tt0075005The Omen                                          06-25-197621.899
795  tt0120632City of Angels                                    04-10-199816.145
796  tt0139134Cruel Intentions                                  03-05-199926.852
801  tt0093105Good Morning, Vietnam                             12-23-198713.324
806  tt0466909The Omen                                          06-06-200617.668
807  tt0114369Se7en                                             09-22-199552.903
808  tt0126029Shrek                                             05-18-2001100.068
809  tt0298148Shrek 2                                           05-19-200477.994
810  tt0413267Shrek the Third                                   05-17-200767.207
812  tt0103639Aladdin                                           11-25-199261.962
813  tt0080339Airplane!                                         07-02-198033.890
814  tt0082010An American Werewolf in London                    08-21-198129.323
815  tt0204824Animal Farm                                       10-03-19999.114 
816  tt0118655Austin Powers: International Man of Mystery       05-02-199723.037
817  tt0145660Austin Powers: The Spy Who Shagged Me             06-08-199930.467
818  tt0295178Austin Powers in Goldmember                       07-26-200223.799
819  tt0117665Sleepers                                          10-18-199633.874
820  tt0102138JFK                                               12-20-199115.433
824  tt0203009Moulin Rouge!                                     05-24-200121.049
825  tt0145734Playing by Heart                                  12-30-19989.196 
829  tt0071315Chinatown                                         06-20-197427.174
834  tt0401855Underworld: Evolution                             01-12-200628.345
837  tt0086541Videodrome                                        02-04-198316.544
838  tt0069704American Graffiti                                 08-01-197324.771
840  tt0075860Close Encounters of the Third Kind                11-18-197718.430
841  tt0087182Dune                                              12-14-198431.190
842  tt0364961The Assassination of Richard Nixon                05-17-20046.752 
846  tt0120902The X Files                                       06-19-199818.134
847  tt0096446Willow                                            05-20-198818.955
848  tt0082288Dragonslayer                                      06-26-198111.779
849  tt0085811Krull                                             07-29-198314.717
850  tt0085334A Christmas Story                                 11-18-198310.345
853  tt0215750Enemy at the Gates                                03-14-200131.485
854  tt0110475The Mask                                          07-29-199450.103
855  tt0265086Black Hawk Down                                   12-28-200126.786
856  tt0096438Who Framed Roger Rabbit                           06-21-198830.792
857  tt0120815Saving Private Ryan                               07-24-199865.860
858  tt0108160Sleepless in Seattle                              06-24-199316.664
859  tt0094947Dangerous Liaisons                                12-21-198811.724
860  tt0086567WarGames                                          06-03-198320.139
861  tt0100802Total Recall                                      06-01-199045.708
862  tt0114709Toy Story                                         10-30-1995115.654
863  tt0120363Toy Story 2                                       10-30-199997.444
864  tt0106611Cool Runnings                                     10-01-199315.131
865  tt0093894The Running Man                                   11-13-198728.204
866  tt0308644Finding Neverland                                 10-17-200413.056
867  tt0108162Sliver                                            05-21-199323.800
869  tt0133152Planet of the Apes                                07-25-200132.456
873  tt0088939The Color Purple                                  12-18-198516.862
879  tt0102057Hook                                              04-10-199129.180
881  tt0104257A Few Good Men                                    12-11-199227.216
883  tt0379217Coffee and Cigarettes                             09-05-200310.842
884  tt0115964Crash                                             07-17-199618.995
888  tt0109813The Flintstones                                   05-26-199433.726
889  tt0158622The Flintstones in Viva Rock Vegas                04-28-200018.171
891  tt0074119All the President's Men                           01-18-197612.001
913  tt0155267The Thomas Crown Affair                           08-06-199915.154
918  tt0092666Blind Date                                        03-27-198710.472
920  tt0317219Cars                                              06-08-200660.960
921  tt0352248Cinderella Man                                    06-02-200515.640
922  tt0112817Dead Man                                          12-23-199512.058
923  tt0077402Dawn of the Dead                                  09-02-197818.869
924  tt0363547Dawn of the Dead                                  03-19-200433.300
925  tt0097216Do the Right Thing                                06-14-198915.437
926  tt0177789Galaxy Quest                                      12-25-199912.622
927  tt0087363Gremlins                                          06-07-198453.613
928  tt0099700Gremlins 2: The New Batch                         06-15-199023.082
929  tt0120685Godzilla                                          05-20-199836.822
931  tt0069995Don't Look Now                                    01-18-197310.767
941  tt0093409Lethal Weapon                                     03-06-198739.327
942  tt0097733Lethal Weapon 2                                   07-07-198921.827
943  tt0104714Lethal Weapon 3                                   05-15-199222.694
944  tt0122151Lethal Weapon 4                                   07-10-199818.507
948  tt0077651Halloween                                         10-24-197839.920
949  tt0113277Heat                                              12-15-199542.318
950  tt0438097Ice Age: The Meltdown                             03-29-200655.073
951  tt0099938Kindergarten Cop                                  12-21-199012.960
953  tt0351283Madagascar                                        05-25-200572.627
954  tt0117060Mission: Impossible                               05-22-199659.521
955  tt0120755Mission: Impossible II                            05-24-200047.919
956  tt0317919Mission: Impossible III                           04-25-200654.339
957  tt0094012Spaceballs                                        06-24-198723.344
968  tt0072890Dog Day Afternoon                                 08-01-197516.706
978  tt0120102Seven Years in Tibet                              09-12-199719.608
983  tt0073341The Man Who Would Be King                         12-03-197510.686
985  tt0074486Eraserhead                                        03-19-197712.198
987  tt0071524The Front Page                                    11-01-197410.651
988  tt0078966The China Syndrome                                03-16-197911.035
991  tt0074851The Man Who Fell to Earth                         03-18-197611.783
993  tt0069281Sleuth                                            12-10-197211.283
1018 tt0166924Mulholland Drive                                  06-06-200125.954
1024 tt0110005Heavenly Creatures                                09-12-199411.968
1049 tt0108185Sommersby                                         02-05-199313.231
1058 tt0085276Breathless                                        05-13-198310.687
1073 tt0137363Arlington Road                                    03-19-199911.099
1088 tt0298228Whale Rider                                       01-30-20039.644 
1089 tt0102685Point Break                                       01-31-199133.900
1090 tt0139809The Thirteenth Floor                              04-16-199916.374
1091 tt0084787The Thing                                         06-25-198239.662
1103 tt0082340Escape from New York                              05-23-198116.908
1116 tt0460989The Wind That Shakes the Barley                   03-23-200613.069
1123 tt0437232Catch a Fire                                      10-27-20069.588 
1124 tt0482571The Prestige                                      10-19-200639.531
1125 tt0443489Dreamgirls                                        12-25-200612.326
1164 tt0449467Babel                                             09-08-200615.667
1165 tt0436697The Queen                                         09-15-200611.309
1213 tt0134119The Talented Mr. Ripley                           12-25-199916.223
1245 tt0107943The Remains of the Day                            11-05-199317.013
1246 tt0479143Rocky Balboa                                      12-20-200630.403
1247 tt0343737The Good Shepherd                                 12-11-200616.780
1248 tt0367959Hannibal Rising                                   02-06-20074.199 
1249 tt0427969Hollywoodland                                     08-31-20067.773 
1250 tt0259324Ghost Rider                                       01-15-200736.725
1251 tt0498380Letters from Iwo Jima                             12-19-200622.893
1252 tt0441774Lonely Hearts                                     04-30-20069.168 
1253 tt0443456Breaking and Entering                             12-15-20068.852 
1255 tt0468492The Host                                          07-27-200620.566
1257 tt0490084Because I Said So                                 02-02-20078.705 
1259 tt0465551Notes on a Scandal                                12-25-200615.596
1262 tt0420223Stranger Than Fiction                             09-09-20069.958 
1265 tt0398808Bridge to Terabithia                              02-15-200731.827
1266 tt0421073Street Kings                                      04-10-200818.770
1267 tt0396555Meet the Robinsons                                03-23-2007102.111
1268 tt0453451Mr. Bean's Holiday                                03-22-200718.788
1271 tt0416449300                                               03-09-200642.482
1272 tt0448134Sunshine                                          04-05-200719.089
1273 tt0453556TMNT                                              03-23-200743.556
1278 tt0309987The Dreamers                                      09-01-200327.659
1281 tt0118689Bean                                              07-03-199718.807
1358 tt0103882A Brief History of Time                           10-01-19916.724 
1359 tt0144084American Psycho                                   04-13-200056.585
1360 tt0120679Frida                                             08-29-200214.225
1361 tt0079802The Return of the King                            05-11-198011.432
1362 tt0077687The Hobbit                                        11-27-197712.483
1363 tt0120699The Hi-Lo Country                                 12-30-19985.802 
1365 tt0285742Monster's Ball                                    06-07-200112.911
1366 tt0075148Rocky                                             11-21-197646.784
1367 tt0079817Rocky II                                          06-15-197936.633
1368 tt0083944First Blood                                       10-22-198241.682
1369 tt0089880Rambo: First Blood Part II                        05-21-198546.107
1370 tt0095956Rambo III                                         05-24-198843.975
1371 tt0084602Rocky III                                         05-28-198231.125
1372 tt0450259Blood Diamond                                     12-07-200631.381
1374 tt0089927Rocky IV                                          11-21-198532.746
1375 tt0100507Rocky V                                           11-16-199028.341
1376 tt0313670Sweet Sixteen                                     09-07-20025.625 
1378 tt0367027Shortbus                                          10-04-200617.617
1380 tt0097438Gleaming the Cube                                 01-13-19896.783 
1381 tt0414993The Fountain                                      11-22-200613.709
1382 tt0415978Me and You and Everyone We Know                   06-17-20056.376 
1389 tt0120780Out of Sight                                      06-26-199820.682
1396 tt0072443Mirror                                            03-07-197515.063
1398 tt0079944Stalker                                           05-25-197921.943
